_id,_type,item,long,oid,pin,short
1253,vertex,_id,YKL214c weak similarity to mouse transcriptional coactivator ALY,1253,U,YKL214C
1254,vertex,_id,SEN1 positive effector of tRNA-splicing endonuclease,1254,T,YLR430W
1255,vertex,_id,YDL175c weak similarity to cellular nucleic acid binding proteins,1255,U,YDL175C
1256,vertex,_id,RLR1 regulatory protein,1256,T,YNL139C
1257,vertex,_id,MSH4 meiosis-specific protein,1257,D,YFL003C
1258,vertex,_id,SGV1 ser/thr protein kinase,1258,D,YPR161C
1259,vertex,_id,"SUA7 TFIIB subunit (transcription initiation factor),factor E",1259,T,YPR086W
1261,vertex,_id,SUP35 eukaryotic peptide chain release factor GTP-binding subunit,1261,P,YDR172W
1262,vertex,_id,VPS5 involved in Golgi retention and vacuolar sorting,1262,F,YOR069W
1263,vertex,_id,MIP6 similarity to PES4 a PAB-like protein,1263,T,YHR015W
1266,vertex,_id,YJL017w weak similarity to YLR187w,1266,U,YJL017W
1267,vertex,_id,TAF47 component of the TBP-associated protein complex,1267,T,YPL011C
1268,vertex,_id,"TAF40 TFIID subunit (TBP-associated factor),40KD",1268,T,YML015C
1269,vertex,_id,Unknow protein !!!,1269,U,YPL128C
1270,vertex,_id,MNN4 regulates the mannosylphosphorylation,1270,F,YKL201C
1271,vertex,_id,MPT1 required for protein synthesis,1271,P,YMR005W
1272,vertex,_id,TAF61 TFIID and SAGA subunit,1272,B,YDR145W
1274,vertex,_id,"TAF67 TFIID subunit (TBP-associated factor),67 kD",1274,T,YMR227C
1275,vertex,_id,TAF25 TFIID and SAGA subunit,1275,B,YDR167W
1276,vertex,_id,PTC1 protein serine/threonine phosphatase 2c,1276,C,YDL006W
1278,vertex,_id,HEM13 coproporphyrinogen III oxidase,1278,M,YDR044W
1279,vertex,_id,TAP42 component of the Tor signaling pathway,1279,C,YMR028W
1281,vertex,_id,TAT1 amino acid permease,1281,A,YBR069C
1282,vertex,_id,YPL233w weak similarity to hypothetical protein S. pombe,1282,U,YPL233W
1283,vertex,_id,"TEF2 translation elongation factor eEF1 alpha-A chain,cytosolic",1283,P,YBR118W
1284,vertex,_id,CAM1 translation elongation factor eEF1 gamma homologue,1284,P,YPL048W
1285,vertex,_id,EFB1 translation elongation factor eEF1beta,1285,P,YAL003W
1286,vertex,_id,MGA2 may be involved in the remodeling chromatin structure,1286,D,YIR033W
1287,vertex,_id,NEW1 similarity to translation elongation factor eEF3,1287,P,YPL226W
1288,vertex,_id,"TFA1 TFIIE subunit (transcription initiation factor),66 kD",1288,T,YKL028W
1289,vertex,_id,"TFC1 TFIIIC (transcription initiation factor) subunit,95 kD",1289,T,YBR123C
1290,vertex,_id,"TFC8 RNA Polymerase III transcription initiation factor TFIIIC (tau),60 kDa subunit",1290,T,YPL007C
1291,vertex,_id,"TFC6 TFIIIC (transcription initiation factor) subunit,91 kD",1291,T,YDR362C
1292,vertex,_id,"TFC4 TFIIIC (transcription initiation factor) subunit,131 kD",1292,T,YGR047C
1293,vertex,_id,"TFC3 TFIIIC (transcription initiation factor) subunit,138 kD",1293,T,YAL001C
1294,vertex,_id,THI3 positive regulation factor of thiamin metabolism,1294,M,YDL080C
1295,vertex,_id,FUN11 strong similarity to GTP-binding proteins,1295,U,YAL036C
1296,vertex,_id,APG9 integral membrane protein required for Cvt and autophagy transport,1296,A,YDL149W
1297,vertex,_id,KTR5 putative mannosyltransferase,1297,F,YNL029C
1298,vertex,_id,TIP1 esterase,1298,R,YBR067C
1299,vertex,_id,TKL2 transketolase 2,1299,G,YBR117C
1300,vertex,_id,TKL1 transketolase 1,1300,G,YPR074C
1301,vertex,_id,"TOA1 TFIIA subunit (transcription initiation factor),32 kD",1301,T,YOR194C
1302,vertex,_id,"TOA2 TFIIA subunit (transcription initiation factor),13.5 kD",1302,T,YKL058W
1305,vertex,_id,YOR1 ATP-binding cassette transporter protein,1305,A,YGR281W
1306,vertex,_id,RRD2 strong similarity to human phosphotyrosyl phosphatase activator,1306,U,YPL152W
1307,vertex,_id,YGR161c hypothetical protein,1307,U,YGR161C
1308,vertex,_id,"TPK2 cAMP-dependent protein kinase 2,catalytic chain",1308,C,YPL203W
1309,vertex,_id,"BCY1 cAMP dependent protein kinase,regulatory subunit",1309,C,YIL033C
1310,vertex,_id,"TPK3 cAMP-dependent protein kinase 3,catalytic chain",1310,C,YKL166C
1311,vertex,_id,"TPS1 alpha,alpha-trehalose-phosphate synthase,56 KD subunit",1311,M,YBR126C
1313,vertex,_id,"TPS3 alpha,alpha-trehalose-phosphate synthase,115 KD subunit",1313,M,YMR261C
1315,vertex,_id,GLN1 glutamate--ammonia ligase,1315,G,YPR035W
1316,vertex,_id,DAL3 ureidoglycolate hydrolase,1316,M,YIR032C
1318,vertex,_id,TSC10 3-ketosphinganine reductase,1318,M,YBR265W
1319,vertex,_id,MKS1 pleiotropic regulatory factor,1319,B,YNL076W
1320,vertex,_id,CTR3 copper transport protein,1320,A,YLR411W
1321,vertex,_id,"TSL1 alpha,alpha-trehalose-phosphate synthase,123 KD subunit",1321,M,YML100W
1322,vertex,_id,TRM5 strong similarity to N.crassa met-10+ protein,1322,M,YHR070W
1323,vertex,_id,TRP2 anthranilate synthase component I,1323,G,YER090W
1325,vertex,_id,SKN1 glucan synthase subunit,1325,M,YGR143W
1326,vertex,_id,TSM1 component of TFIID complex,1326,B,YCR042C
1327,vertex,_id,TAF65 TBP Associated Factor 65 KDa,1327,T,YML114C
1328,vertex,_id,TUB4 gamma tubulin,1328,D,YLR212C
1329,vertex,_id,SPC98 spindle pole body component,1329,D,YNL126W
1331,vertex,_id,TYR1 prephenate dehydrogenase (NADP+),1331,G,YBR166C
1332,vertex,_id,UBA3 ubiquitin-like protein activating enzyme,1332,F,YPR066W
1333,vertex,_id,ULA1 involved in protein modification,1333,F,YPL003W
1334,vertex,_id,UBC1 E2 ubiquitin-conjugating enzyme,1334,F,YDR177W
1335,vertex,_id,UBC8 E2 ubiquitin-conjugating enzyme,1335,F,YEL012W
1336,vertex,_id,UBP14 ubiquitin specific protease,1336,F,YBR058C
1337,vertex,_id,UBP15 similarity to human ubiquitin-specific protease,1337,F,YMR304W
1338,vertex,_id,YDR111c strong similarity to alanine transaminase,1338,G,YDR111C
1339,vertex,_id,YJR098c weak similarity to Bacillus licheniformis esterase,1339,U,YJR098C
1340,vertex,_id,DRE2 weak similarity to C.elegans hypothetical protein,1340,U,YKR071C
1341,vertex,_id,"YPR115w similarity to probable transcription factor ASK10P,and to YNL047c and YIL105c",1341,B,YPR115W
1344,vertex,_id,ECM30 involved in cell wall biogenesis and architecture,1344,C,YLR436C
1345,vertex,_id,BCK1 ser/thr protein kinase of the MEKK family,1345,C,YJL095W
1346,vertex,_id,YNL313c similarity to C.elegans hypothetical protein,1346,U,YNL313C
1347,vertex,_id,YBL044w hypothetical protein,1347,U,YBL044W
1349,vertex,_id,URA6 uridine-monophosphate kinase,1349,M,YKL024C
1350,vertex,_id,URA7 CTP synthase 1,1350,M,YBL039C
1351,vertex,_id,FDH1 strong similarity to H.polymorpha formate dehydrogenase,1351,E,YOR388C
1352,vertex,_id,"VMA2 H+-ATPase V1 domain 60 KD subunit,vacuolar",1352,O,YBR127C
1353,vertex,_id,"VMA6 H+-ATPase V0 domain 36 KD subunit,vacuolar",1353,A,YLR447C
1356,vertex,_id,RAV1 similarity to Drosophila DmX gene,1356,E,YJR033C
1357,vertex,_id,"VMA7 H+-ATPase V1 domain 14 kDa subunit,vacuolar",1357,A,YGR020C
1358,vertex,_id,"VMA8 H+-ATPsynthase V1 domain 32 KD subunit,vacuolar",1358,A,YEL051W
1359,vertex,_id,"VPH1 H+-ATPase V0 domain 95K subunit,vacuolar",1359,O,YOR270C
1360,vertex,_id,VPS27 vacuolar protein sorting-associated protein,1360,O,YNR006W
1362,vertex,_id,VPS29 involved in vacuolar protein sorting,1362,O,YHR012W
1363,vertex,_id,"VPS35 protein-sorting protein,vacuolar",1363,O,YJL154C
1365,vertex,_id,SNF7 class E Vps protein,1365,C,YLR025W
1367,vertex,_id,VAM6 vacuolar carboxypeptidase Y,1367,F,YDL077C
1368,vertex,_id,VPS45 vacuolar protein sorting-associated protein,1368,O,YGL095C
1369,vertex,_id,VTI1 v-SNARE:involved in Golgi retrograde protein traffic,1369,O,YMR197C
1370,vertex,_id,TLG2 member of the syntaxin family of t-SNAREs,1370,O,YOL018C
1371,vertex,_id,TLG1 member of the syntaxin family of t-SNAREs,1371,O,YDR468C
1372,vertex,_id,VRP1 verprolin,1372,C,YLR337C
1373,vertex,_id,YPT7 GTP-binding protein of the RAB family,1373,O,YML001W
1374,vertex,_id,SWP1 oligosaccharyltransferase delta subunit,1374,F,YMR149W
1375,vertex,_id,FUN30 similarity to helicases of the SNF2/RAD54 family,1375,D,YAL019W
1376,vertex,_id,YAL027w hypothetical protein,1376,U,YAL027W
1377,vertex,_id,RAD1 component of the nucleotide excision repairosome,1377,D,YPL022W
1378,vertex,_id,RAD10 DNA repair protein,1378,D,YML095C
1379,vertex,_id,FUN19 similarity to hypothetical protein YOR338w,1379,U,YAL034C
1380,vertex,_id,YAL049c weak similarity to Legionella small basic protein sbpA,1380,U,YAL049C
1381,vertex,_id,"YAL053w strong similarity to hypothetical proteins YOR365c,YGL139w,YPL221w",1381,U,YAL053W
1382,vertex,_id,PDR5 pleiotropic drug resistance protein,1382,A,YOR153W
1384,vertex,_id,YML072c similarity to YOR3141c and YNL087w,1384,U,YML072C
1386,vertex,_id,SWD1 similarity to human RB protein binding protein,1386,B,YAR003W
1387,vertex,_id,SPP1 weak similarity to fruit fly polycomblike nuclear protein,1387,U,YPL138C
1390,vertex,_id,BRE2 weak similarity to S.pombe hypothetical protein SPBC13G1,1390,U,YLR015W
1392,vertex,_id,YBL032w weak similarity to hnRNP complex protein homolog YBR233w,1392,U,YBL032W
1397,vertex,_id,YBR007c hypothetical protein,1397,U,YBR007C
1398,vertex,_id,YBR028c similarity to ribosomal protein kinases,1398,U,YBR028C
1400,vertex,_id,YBR052c strong similarity to S.pombe brefeldin A resistance protein obr1,1400,A,YBR052C
1401,vertex,_id,"YBR056w similarity to glucan 1,3-beta-glucosidase",1401,M,YBR056W
1402,vertex,_id,YBR094w weak similarity to pig tubulin-tyrosine ligase,1402,U,YBR094W
1403,vertex,_id,YBR101c weak similarity to S.pombe hypothetical protein SPBC3B9.01,1403,U,YBR101C
1404,vertex,_id,YBR139w strong similarity to carboxypeptidase,1404,F,YBR139W
1405,vertex,_id,YBR204c weak similarity to peroxisomal serine-active lipase,1405,M,YBR204C
1406,vertex,_id,YBR216c strong similarity to hypothetical protein YGL060w,1406,U,YBR216C
1407,vertex,_id,YBR225w hypothetical protein,1407,U,YBR225W
1411,vertex,_id,YDL033c similarity to H.influenzae hypothetical protein HI0174,1411,U,YDL033C
1412,vertex,_id,YNL207w similarity to M.jannaschii hypothetical protein MJ1073,1412,U,YNL207W
1414,vertex,_id,"DIM1 rRNA (adenine-N6,N6-)-dimethyltransferase",1414,T,YPL266W
1415,vertex,_id,UME6 negative transcriptional regulator,1415,B,YDR207C
1418,vertex,_id,YDL100c similarity to E.coli arsenical pump-driving ATPase,1418,R,YDL100C
1419,vertex,_id,YDL219w strong similarity to S.equisimilis hypothetical protein,1419,U,YDL219W
1420,vertex,_id,SNU13 component of the U4/U6.U5 snRNP,1420,T,YEL026W
1421,vertex,_id,YDR196c similarity to C.elegans hypothetical protein T05G5.5,1421,U,YDR196C
1424,vertex,_id,YJR014w strong similarity to S.pombe hypothetical protein SPBC16C6.05,1424,U,YJR014W
1425,vertex,_id,YER156c similarity to hypothetical C. elegans protein C27H6.5,1425,U,YER156C
1426,vertex,_id,YGR001c similarity to C.elegans hypothetical M142.5 protein,1426,U,YGR001C
1428,vertex,_id,RRP7 involved in pre-rRNA processing and ribosome assembly,1428,P,YCL031C
1430,vertex,_id,YGR102c hypothetical protein,1430,U,YGR102C
1432,vertex,_id,YJL060w similarity to kynurenine aminotransferase and glutamine-phenylpyruvate transaminase,1432,M,YJL060W
1433,vertex,_id,YOR059c weak similarity to YGL144c,1433,U,YOR059C
1434,vertex,_id,DIA4 strong similarity to seryl-tRNA synthetases,1434,P,YHR011W
1436,vertex,_id,TYE7 basic helix-loop-helix transcription factor,1436,B,YOR344C
1438,vertex,_id,"NUC1 nuclease,mitochondrial",1438,M,YJL208C
1440,vertex,_id,"SPB1 required for ribosome synthesis,putative methylase",1440,P,YCL054W
1441,vertex,_id,YER139c similarity to hypothetical protein YDR066c,1441,U,YER139C
1442,vertex,_id,YKU70 high-affinity DNA-binding protein,1442,D,YMR284W
1444,vertex,_id,PUF3 transcript-specific regulator of mRNA degradation,1444,M,YLL013C
1445,vertex,_id,YLR179c similarity to TFS1P,1445,D,YLR179C
1446,vertex,_id,YML059c similarity to C.elegans ZK370.4 protein,1446,U,YML059C
1447,vertex,_id,YML096w similarity to asparagine synthases,1447,G,YML096W
1449,vertex,_id,YNK1 nucleoside diphosphate kinase,1449,M,YKL067W
1450,vertex,_id,YNL045w strong similarity to human leukotriene-A4 hydrolase,1450,M,YNL045W
1451,vertex,_id,YNL092w similarity to hypothetical C. elegans proteins Y48E1C.2 and Y48E1C.c,1451,U,YNL092W
1452,vertex,_id,YNL127w similarity to C.elegans hypothetical protein,1452,U,YNL127W
1454,vertex,_id,FAR3 involved in pheromone-mediated cell cycle arrest,1454,D,YMR052W
1455,vertex,_id,HFM1 DNA/RNA helicase,1455,T,YGL251C
1456,vertex,_id,Unknow protein !!!,1456,U,YGL131C
1457,vertex,_id,RGA2 similarity to Dbm1p and to the rat GAP-associated protein p190,1457,C,YDR379W
1459,vertex,_id,"ATP2 F1F0-ATPase complex,F1 beta subunit",1459,E,YJR121W
1462,vertex,_id,YOL124c weak similarity to M.jannaschii hypothetical protein,1462,U,YOL124C
1463,vertex,_id,YOL027c similarity to YPR125w,1463,U,YOL027C
1464,vertex,_id,YOL057w similarity to hypothetical C. elegans protein F02E9.6,1464,U,YOL057W
1465,vertex,_id,YOL093w similarity to C.elegans hypothetical protein F25H8.1,1465,U,YOL093W
1466,vertex,_id,YOL125w similarity to hypothetical protein D. melanogaster,1466,U,YOL125W
1467,vertex,_id,YOR006c similarity to M.jannaschii hypothetical protein MJ0708,1467,U,YOR006C
1468,vertex,_id,YOR164c similarity to conserved hypothetical protein S. pombe,1468,U,YOR164C
1469,vertex,_id,YOR356w strong similarity to human electron transfer flavoprotein-ubiquinone oxidoreductase,1469,E,YOR356W
1470,vertex,_id,YPL225w strong similarity to hypothetical protein SPBC3E7.07c S. pombe,1470,U,YPL225W
1471,vertex,_id,"YPL236c similarity to PRK1P,and  serine/threonine protein kinase homolog from A. thaliana",1471,U,YPL236C
1472,vertex,_id,YPR004c strong similarity to electron transfer flavoproteins alpha chain,1472,E,YPR004C
1473,vertex,_id,ZPR1 similarity to M.musculus zinc finger protein ZPR1,1473,U,YGR211W
1474,vertex,_id,ZWF1 glucose-6-phosphate dehydrogenase,1474,E,YNL241C
1475,vertex,_id,CDC13 cell division control protein,1475,D,YDL220C
1476,vertex,_id,ECM10 heat shock protein of HSP70 family,1476,F,YEL030W
1477,vertex,_id,ADH4 alcohol dehydrogenase IV,1477,M,YGL256W
1478,vertex,_id,GPH1 glycogen phosphorylase,1478,E,YPR160W
1479,vertex,_id,Unknow protein !!!,1479,U,YDL065C
1480,vertex,_id,HXT7 high-affinity hexose transporter,1480,A,YDR342C
1482,vertex,_id,"ATP4 F1F0-ATPase complex,F0 subunit B",1482,E,YPL078C
1483,vertex,_id,CRZ1 calcineurin responsive zinc-finger,1483,B,YNL027W
1484,vertex,_id,ACO1 aconitate hydratase,1484,E,YLR304C
1485,vertex,_id,GAS1 glycophospholipid-anchored surface glycoprotein,1485,C,YMR307W
1486,vertex,_id,Unknow protein !!!,1486,U,YLL001W
1487,vertex,_id,"MDH1 malate dehydrogenase precursor,mitochondrial",1487,E,YKL085W
1488,vertex,_id,SFB3 similarity to human hypothetical protein,1488,U,YHR098C
1489,vertex,_id,YKL056c strong similarity to human IgE-dependent histamine-releasing factor,1489,P,YKL056C
1490,vertex,_id,YOR215c similarity to M.xanthus hypothetical protein,1490,U,YOR215C
1491,vertex,_id,ABP1 actin-binding protein,1491,C,YCR088W
1492,vertex,_id,"SGM1 similarity to paramyosin,myosin",1492,U,YJR134C
1493,vertex,_id,"OYE2 NADPH dehydrogenase (old yellow enzyme),isoform 1",1493,E,YHR179W
1494,vertex,_id,SEC2 protein transport protein,1494,O,YNL272C
1496,vertex,_id,MGE1 heat shock protein - chaperone,1496,F,YOR232W
1497,vertex,_id,NPI46 proline cis-trans isomerase,1497,F,YML074C
1498,vertex,_id,HSP104 heat shock protein,1498,F,YLL026W
1499,vertex,_id,TGL1 triacylglycerol lipase,1499,M,YKL140W
1500,vertex,_id,Unknow protein !!!,1500,U,YER138C
1501,vertex,_id,HYP2 translation initiation factor eIF5A.1,1501,P,YEL034W
1502,vertex,_id,YPL004c strong similarity to YGR086c,1502,U,YPL004C
1503,vertex,_id,PHR1 deoxyribodipyrimidine photo-lyase,1503,D,YOR386W
1504,vertex,_id,"MSD1 aspartate--tRNA ligase,mitochondrial",1504,P,YPL104W
1507,vertex,_id,RHO2 GTP-binding protein of the RHO subfamily of RAS-like proteins,1507,C,YNL090W
1508,vertex,_id,VPS21 GTP-binding protein,1508,O,YOR089C
1509,vertex,_id,POR1 mitochondrial outer membrane porin,1509,O,YNL055C
1510,vertex,_id,MER1 meiotic recombination protein,1510,D,YNL210W
1513,vertex,_id,YDR200c similarity to hypothetical protein YLR238w,1513,U,YDR200C
1514,vertex,_id,YFR008w weak similarity to human centromere protein E,1514,U,YFR008W
1515,vertex,_id,YMR029c weak similarity to human nuclear autoantigen,1515,U,YMR029C
1516,vertex,_id,PHO84 high-affinity inorganic phosphate/H+ symporter,1516,A,YML123C
1518,vertex,_id,PST2 strong similarity to S.pombe obr1 brefeldin A resistance protein,1518,U,YDR032C
1519,vertex,_id,Unknow protein !!!,1519,U,YJR029W
1520,vertex,_id,RVB1 RUVB-like protein,1520,T,YDR190C
1522,vertex,_id,IMH1 involved in vesicular transport,1522,O,YLR309C
1523,vertex,_id,CDC54 member of the CDC46P/MCM2P/MCM3P family,1523,D,YPR019W
1525,vertex,_id,ADR1 zinc-finger transcription factor,1525,B,YDR216W
1526,vertex,_id,"FET3 cell surface ferroxidase,high affinity",1526,A,YMR058W
1527,vertex,_id,YPT6 GTP-binding protein of the rab family,1527,O,YLR262C
1530,vertex,_id,YPT10 similarity to GTP-binding proteins,1530,O,YBR264C
1531,vertex,_id,SEC4 GTP-binding protein of the ras superfamily,1531,O,YFL005W
1532,vertex,_id,YDR131c similarity to hypothetical protein YJL149w,1532,U,YDR131C
1533,vertex,_id,YFR003c strong similarity to hypothetical protein SPAC6B12.13 - S.pombe,1533,U,YFR003C
1534,vertex,_id,"PDC5 pyruvate decarboxylase,isozyme 2",1534,E,YLR134W
1536,vertex,_id,SCD5 suppressor of clathrin deficiency,1536,O,YOR329C
1537,vertex,_id,GLC8 regulatory subunit for protein ser/thr phosphatase GLC7P,1537,M,YMR311C
1538,vertex,_id,YDR412w similarity to hypothetical protein SPAC29A4.09 - S. pombe,1538,U,YDR412W
1539,vertex,_id,FIN1 weak similarity to sea urchin myosin heavy chain,1539,D,YDR130C
1542,vertex,_id,TRP5 tryptophan synthase,1542,G,YGL026C
1544,vertex,_id,PYC2 pyruvate carboxylase 2,1544,E,YBR218C
1545,vertex,_id,GND1 6-phosphogluconate dehydrogenase,1545,E,YHR183W
1546,vertex,_id,PYC1 pyruvate carboxylase 1,1546,E,YGL062W
1547,vertex,_id,TBS1 weak similarity to transcription factors,1547,T,YBR150C
1548,vertex,_id,ARF1 small GTP-binding protein of the ARF family,1548,O,YDL192W
1549,vertex,_id,URE2 nitrogen catabolite repression regulator,1549,M,YNL229C
1550,vertex,_id,ACH1 acetyl-CoA hydrolase,1550,M,YBL015W
1551,vertex,_id,YDR453c strong similarity to thiol-specific antioxidant proteins,1551,R,YDR453C
1552,vertex,_id,NGL2 similarity to CCR4P,1552,E,YMR285C
1553,vertex,_id,ISA2 mitochondrial protein required for iron metabolism,1553,A,YPR067W
1554,vertex,_id,RVS167 reduced viability upon starvation protein,1554,C,YDR388W
1555,vertex,_id,KRI1 similarity to S.pombe and C.elegans hypothetical proteins,1555,U,YNL308C
1557,vertex,_id,ADH2 alcohol dehydrogenase II,1557,E,YMR303C
1558,vertex,_id,"DOP1 strong similarity to Emericella nidulans developmental regulatory gene,dopey (dopA)",1558,U,YDR141C
1560,vertex,_id,MMS2 part of the error-free postreplication repair pathway,1560,D,YGL087C
1561,vertex,_id,IRA2 GTPase-activating protein for RAS proteins,1561,M,YOL081W
1562,vertex,_id,YOR220w hypothetical protein,1562,U,YOR220W
1563,vertex,_id,RSP5 hect domain E3 ubiquitin-protein ligase,1563,F,YER125W
1564,vertex,_id,UBC13 E2 ubiquitin-conjugating enzyme,1564,F,YDR092W
1565,vertex,_id,WHI2 growth regulation protein,1565,C,YOR043W
1566,vertex,_id,CSR2 similarity to YBL101c,1566,U,YPR030W
1567,vertex,_id,SAT4 serine/threonine-specific protein kinase,1567,R,YCR008W
1568,vertex,_id,PHO85 cyclin-dependent protein kinase,1568,D,YPL031C
1569,vertex,_id,"CAF20 mRNA CAP-binding protein (eIF4F),20K subunit",1569,P,YOR276W
1571,vertex,_id,SPC72 STU2P Interactant,1571,D,YAL047C
1572,vertex,_id,YDR229w similarity to hypothetical protein N. crassa,1572,U,YDR229W
1573,vertex,_id,GSF2 involved in glucose repression,1573,M,YML048W
1574,vertex,_id,HXT5 member of the hexose transporter family,1574,A,YHR096C
1575,vertex,_id,RMT2 N-delta-arginine methyltransferase,1575,F,YDR465C
1576,vertex,_id,YMR196w strong similarity to hypothetical protein Neurospora crassa,1576,U,YMR196W
1577,vertex,_id,FAA4 long-chain-fatty-acid--CoA ligase,1577,M,YMR246W
1578,vertex,_id,NDH1 mitochondrial cytosolically directed NADH dehydrogenase,1578,E,YMR145C
1579,vertex,_id,FAA1 long-chain-fatty-acid--CoA ligase,1579,M,YOR317W
1580,vertex,_id,MAE1 malic enzyme,1580,M,YKL029C
1581,vertex,_id,YJR072c strong similarity to C.elegans hypothetical protein and similarity to YLR243w,1581,U,YJR072C
1584,vertex,_id,PPQ1 phosphoprotein phosphatase,1584,P,YPL179W
1585,vertex,_id,"TPK1 cAMP-dependent protein kinase 1,catalytic chain",1585,C,YJL164C
1586,vertex,_id,RIM15 protein kinase involved in expression of meiotic genes,1586,C,YFL033C
1587,vertex,_id,TCP1 component of chaperonin-containing T-complex,1587,F,YDR212W
1588,vertex,_id,Unknow protein !!!,1588,U,YDR517W
1590,vertex,_id,AAC3 ADP/ATP carrier protein (MCF),1590,O,YBR085W
1591,vertex,_id,CIS1 involved in suppression of CIK1 mutation,1591,D,YDR022C
1592,vertex,_id,YPL166w weak similarity to paramyosins,1592,U,YPL166W
1593,vertex,_id,SAH1 S-adenosyl-L-homocysteine hydrolase,1593,M,YER043C
1594,vertex,_id,FOL2 GTP cyclohydrolase I,1594,M,YGR267C
1596,vertex,_id,APG17 protein involved in authophagy,1596,F,YLR423C
1597,vertex,_id,YNL063w weak similarity to Mycoplasma protoporphyrinogen oxidase,1597,U,YNL063W
1598,vertex,_id,YPR085c hypothetical protein,1598,U,YPR085C
1600,vertex,_id,SOD1 copper-zinc superoxide dismutase,1600,R,YJR104C
1602,vertex,_id,"PGM2 phosphoglucomutase,major isoform",1602,E,YMR105C
1603,vertex,_id,"CMK2 Ca2+/calmodulin-dependent ser/thr protein kinase,type II",1603,C,YOL016C
1605,vertex,_id,UBA1 E1-like (ubiquitin-activating) enzyme,1605,F,YKL210W
1606,vertex,_id,"CMP2 calcineurin B,catalytic subunit",1606,C,YML057W
1608,vertex,_id,"GDB1 similarity to human 4-alpha-glucanotransferase (EC 2.4.1.25)/amylo-1,6-glucosidase (EC 3.2.1.33)",1608,M,YPR184W
1609,vertex,_id,YPL247c similarity to human HAN11 protein and petunia an11 protein,1609,U,YPL247C
1610,vertex,_id,AHP1 Alkyl hydroperoxide reductase,1610,R,YLR109W
1611,vertex,_id,YLR270w strong similarity to YOR173w,1611,U,YLR270W
1612,vertex,_id,YLR241w similarity to hypothetical S.pombe protein SPAC2G11.09,1612,U,YLR241W
1613,vertex,_id,YNL094w similarity to S.pombe hypothetical protein,1613,U,YNL094W
1614,vertex,_id,SPS1 ser/thr protein kinase,1614,D,YDR523C
1615,vertex,_id,"PRB1 protease B,vacuolar",1615,F,YEL060C
1616,vertex,_id,"IDH1 isocitrate dehydrogenase (NAD+) subunit 1,mitochondrial",1616,E,YNL037C
1618,vertex,_id,YHR033w strong similarity to glutamate 5-kinase,1618,G,YHR033W
1620,vertex,_id,SDH2 succinate dehydrogenase iron-sulfur protein subunit,1620,E,YLL041C
1621,vertex,_id,CPR6 member of the cyclophilin family,1621,F,YLR216C
1622,vertex,_id,Unknow protein !!!,1622,U,YDR372C
1623,vertex,_id,SER1 phosphoserine transaminase,1623,G,YOR184W
1624,vertex,_id,STI1 stress-induced protein,1624,F,YOR027W
1625,vertex,_id,YDL025c similarity to probable protein kinase NPR1,1625,R,YDL025C
1626,vertex,_id,YHR009c similarity to S.pombe hypothetical protein,1626,U,YHR009C
1627,vertex,_id,YGR016w weak similarity to M.jannaschii hypothetical protein MJ1317,1627,U,YGR016W
1628,vertex,_id,YNL116w weak similarity to RING zinc finger protein from Gallus gallus,1628,U,YNL116W
1629,vertex,_id,YNL311c hypothetical protein,1629,U,YNL311C
1630,vertex,_id,"YPL110c similarity to C.elegans hypothetical protein,weak similarity to PHO81P",1630,U,YPL110C
1631,vertex,_id,YNL035c similarity to hypothetical protein S. pombe,1631,U,YNL035C
1632,vertex,_id,Unknow protein !!!,1632,U,YDR122W
1633,vertex,_id,BUB2 cell cycle arrest protein,1633,D,YMR055C
1634,vertex,_id,"ISM1 isoleucine--tRNA ligase,mitochondrial",1634,P,YPL040C
1635,vertex,_id,RAD54 DNA-dependent ATPase of the SNF2P family,1635,D,YGL163C
1637,vertex,_id,TRR1 thioredoxin reductase (NADPH),1637,M,YDR353W
1638,vertex,_id,HTB1 histone H2B,1638,B,YDR224C
1639,vertex,_id,"CNB1 calcineurin B,regulatory subunit",1639,C,YKL190W
1640,vertex,_id,KRE6 glucan synthase subunit,1640,M,YPR159W
1641,vertex,_id,"CNA1 calcineurin B,catalytic subunit",1641,C,YLR433C
1644,vertex,_id,"GPD1 glycerol-3-phosphate dehydrogenase (NAD+),cytoplasmic",1644,M,YDL022W
1645,vertex,_id,"MSI1 chromatin assembly complex,subunit p50",1645,D,YBR195C
1646,vertex,_id,UBI4 ubiquitin,1646,F,YLL039C
1647,vertex,_id,DUN1 protein kinase,1647,C,YDL101C
1648,vertex,_id,FAR1 cyclin-dependent kinase inhibitor (CKI),1648,D,YJL157C
1649,vertex,_id,YLR368w weak similarity to Mus musculus F-box protein FBA,1649,U,YLR368W
1650,vertex,_id,GSP2 GTP-binding protein of the RAS superfamily,1650,O,YOR185C
1651,vertex,_id,GSP1 GTP-binding protein of the ras superfamily,1651,O,YLR293C
1652,vertex,_id,PSD1 phosphatidylserine decarboxylase 1,1652,M,YNL169C
1653,vertex,_id,AYR1 1-Acyldihydroxyacetone-phosphate reductase,1653,M,YIL124W
1654,vertex,_id,YDL204w similarity to hypothetical protein YDR233c,1654,U,YDL204W
1655,vertex,_id,PET9 ADP/ATP carrier protein (MCF),1655,E,YBL030C
1657,vertex,_id,YHM2 yeast suppressor gene of HM (mitochondrial histone) mutant (ABF2),1657,D,YMR241W
1658,vertex,_id,YDL063c weak similarity to human estrogen-responsive finger protein,1658,U,YDL063C
