_id,_inV,_label,_outV,_type,item
5697,588,D-F,352,edge,_label
5705,949,D-D,352,edge,_label
5713,1484,D-E,352,edge,_label
5735,1167,D-M,353,edge,_label
5746,353,F-D,2186,edge,_label
5747,2187,D-U,353,edge,_label
5752,355,C-F,1585,edge,_label
5753,1912,F-B,355,edge,_label
5759,393,D-T,356,edge,_label
5795,1452,R-U,359,edge,_label
5799,362,T-T,361,edge,_label
5807,365,T-T,365,edge,_label
5808,365,T-T,365,edge,_label
5819,371,T-T,365,edge,_label
5827,631,T-E,366,edge,_label
5829,688,T-T,366,edge,_label
5838,366,T-T,1202,edge,_label
5844,367,T-T,992,edge,_label
5855,1202,T-T,368,edge,_label
5857,643,T-D,369,edge,_label
5882,370,T-T,688,edge,_label
5901,988,T-T,371,edge,_label
5904,371,T-T,992,edge,_label
5941,1994,C-C,373,edge,_label
5952,374,D-M,1568,edge,_label
5955,1983,M-U,374,edge,_label
6024,381,D-T,784,edge,_label
6033,850,T-C,382,edge,_label
6046,385,U-D,387,edge,_label
6064,387,U-U,2215,edge,_label
6127,1088,T-T,390,edge,_label
6162,391,T-T,1075,edge,_label
6169,394,T-D,393,edge,_label
6187,400,C-O,396,edge,_label
6237,818,O-D,399,edge,_label
6293,1098,D-U,402,edge,_label
6305,407,U-U,406,edge,_label
6312,406,U-U,554,edge,_label
6318,406,U-U,2267,edge,_label
6352,416,T-F,420,edge,_label
6356,416,U-F,422,edge,_label
6369,429,F-G,416,edge,_label
6377,433,F-T,416,edge,_label
6385,995,F-P,416,edge,_label
6387,1004,F-U,416,edge,_label
6388,416,U-F,1004,edge,_label
6405,1880,P-D,418,edge,_label
6410,420,C-T,644,edge,_label
6434,422,U-U,1004,edge,_label
6441,1638,U-B,422,edge,_label
6446,423,C-U,644,edge,_label
6452,425,U-C,428,edge,_label
6461,649,C-U,425,edge,_label
6482,425,T-C,2278,edge,_label
6505,1930,U-U,427,edge,_label
6506,427,U-U,1930,edge,_label
6539,1489,U-P,428,edge,_label
6546,428,F-U,1678,edge,_label
6564,429,E-G,632,edge,_label
6569,850,G-C,429,edge,_label
6571,885,G-B,429,edge,_label
6575,1323,G-G,429,edge,_label
6578,429,M-G,1350,edge,_label
6591,644,T-C,433,edge,_label
6610,436,D-B,439,edge,_label
6629,492,B-U,441,edge,_label
6651,491,T-U,442,edge,_label
6673,1249,T-C,442,edge,_label
6695,1249,O-C,443,edge,_label
6696,443,C-O,1249,edge,_label
6738,450,O-F,452,edge,_label
6739,453,F-O,450,edge,_label
6769,455,O-D,454,edge,_label
6770,454,D-O,455,edge,_label
6795,1249,T-C,459,edge,_label
6812,462,B-C,537,edge,_label
6865,2202,O-O,469,edge,_label
6880,474,U-T,477,edge,_label
6887,478,F-F,478,edge,_label
6888,478,F-F,478,edge,_label
6929,480,T-T,480,edge,_label
6930,480,T-T,480,edge,_label
6954,485,F-A,486,edge,_label
6958,485,O-A,488,edge,_label
6980,486,F-F,1122,edge,_label
7040,492,D-U,1144,edge,_label
7050,492,P-U,1814,edge,_label
7053,1917,U-T,492,edge,_label
7060,492,T-U,2011,edge,_label
7063,2228,U-A,492,edge,_label
7067,2230,U-U,492,edge,_label
7072,493,P-P,775,edge,_label
7073,777,P-P,493,edge,_label
7107,885,E-B,495,edge,_label
7111,1376,E-U,495,edge,_label
7123,566,P-T,496,edge,_label
7141,498,P-P,497,edge,_label
7143,499,P-P,497,edge,_label
7153,1392,P-U,497,edge,_label
7154,497,U-P,1392,edge,_label
7162,498,P-P,502,edge,_label
7173,501,P-P,499,edge,_label
7174,499,P-P,501,edge,_label
7184,499,D-P,784,edge,_label
7195,1358,P-A,499,edge,_label
7200,499,G-P,1542,edge,_label
7262,502,B-P,1172,edge,_label
7270,503,T-P,505,edge,_label
7280,503,D-P,1750,edge,_label
7282,504,T-T,505,edge,_label
7283,509,T-T,504,edge,_label
7284,504,T-T,509,edge,_label
7292,504,T-T,988,edge,_label
7294,504,T-T,992,edge,_label
7311,680,T-D,505,edge,_label
7314,505,T-T,688,edge,_label
7316,505,P-T,767,edge,_label
7344,506,T-T,872,edge,_label
7443,679,T-T,509,edge,_label
7469,1041,P-D,510,edge,_label
7470,510,D-P,1041,edge,_label
7492,516,O-O,1373,edge,_label
7502,516,O-O,1530,edge,_label
7527,522,M-M,522,edge,_label
7528,522,M-M,522,edge,_label
7549,528,R-R,528,edge,_label
7567,538,B-B,537,edge,_label
7571,550,B-M,537,edge,_label
7593,1590,B-O,537,edge,_label
7596,537,D-B,1591,edge,_label
7597,1592,B-U,537,edge,_label
7602,537,M-B,1594,edge,_label
7611,1573,B-M,539,edge,_label
7639,543,T-T,543,edge,_label
7640,543,T-T,543,edge,_label
7659,1808,U-B,544,edge,_label
7699,557,B-O,549,edge,_label
7702,549,B-B,558,edge,_label
7720,549,F-B,567,edge,_label
7727,985,B-B,549,edge,_label
7734,549,B-B,1714,edge,_label
7738,549,B-B,1970,edge,_label
7754,550,D-M,1614,edge,_label
7804,566,T-T,597,edge,_label
7819,1040,T-B,566,edge,_label
7829,1071,T-T,566,edge,_label
7836,566,T-T,1075,edge,_label
7856,566,B-T,1525,edge,_label
7871,1548,T-O,566,edge,_label
7890,566,E-T,1557,edge,_label
7891,1558,T-U,566,edge,_label
7927,573,M-M,573,edge,_label
7928,573,M-M,573,edge,_label
7947,784,P-D,578,edge,_label
7949,1255,P-U,578,edge,_label
8079,628,F-C,586,edge,_label
8103,1726,F-C,586,edge,_label
8105,1817,F-F,586,edge,_label
8109,1966,F-R,586,edge,_label
8119,1114,F-F,587,edge,_label
8135,1006,F-D,588,edge,_label
8144,588,D-F,1041,edge,_label
8154,588,F-F,1114,edge,_label
8161,1442,F-D,588,edge,_label
8254,593,B-B,1052,edge,_label
8260,594,C-D,874,edge,_label
8308,597,B-T,985,edge,_label
8320,599,T-T,599,edge,_label
8333,1336,P-F,601,edge,_label
8335,1418,P-R,601,edge,_label
8372,611,D-M,784,edge,_label
8375,1817,M-F,611,edge,_label
8386,616,D-D,708,edge,_label
8402,622,C-B,874,edge,_label
8417,628,O-C,627,edge,_label
8431,1159,O-F,627,edge,_label
8439,1477,O-M,627,edge,_label
8444,627,E-O,1578,edge,_label
8453,1650,O-O,627,edge,_label
8457,1652,O-M,627,edge,_label
8476,627,O-O,1661,edge,_label
8478,627,O-O,1662,edge,_label
8488,628,U-C,1004,edge,_label
8500,628,F-C,1117,edge,_label
8505,1554,C-C,628,edge,_label
8513,632,E-E,631,edge,_label
8528,631,F-E,1817,edge,_label
8534,631,U-E,2095,edge,_label
8542,632,C-E,1554,edge,_label
8545,1554,G-C,633,edge,_label
8549,636,U-U,636,edge,_label
8550,636,U-U,636,edge,_label
8561,1358,O-A,639,edge,_label
8562,639,A-O,1358,edge,_label
8563,644,T-C,640,edge,_label
8573,644,U-C,642,edge,_label
8576,642,T-U,872,edge,_label
8589,644,D-C,643,edge,_label
8592,643,U-D,1016,edge,_label
8611,649,C-U,644,edge,_label
8626,644,F-C,962,edge,_label
8655,1377,U-D,647,edge,_label
8660,648,D-U,846,edge,_label
8665,1028,U-U,648,edge,_label
8675,1799,U-A,648,edge,_label
8702,652,P-T,2030,edge,_label
8732,661,U-C,663,edge,_label
8736,661,O-C,932,edge,_label
8739,1189,C-U,661,edge,_label
8744,661,C-C,1372,edge,_label
8759,2294,C-F,661,edge,_label
8767,1337,U-F,663,edge,_label
8782,664,O-M,665,edge,_label
8783,666,M-G,664,edge,_label
8790,664,P-M,669,edge,_label
8791,1281,O-A,665,edge,_label
8802,668,O-O,699,edge,_label
8806,668,A-O,1281,edge,_label
8809,1281,P-A,669,edge,_label
8810,669,A-P,1281,edge,_label
8817,672,T-T,671,edge,_label
8819,673,T-T,671,edge,_label
8820,671,T-T,673,edge,_label
8843,676,T-T,674,edge,_label
8845,677,T-U,674,edge,_label
8848,674,T-T,679,edge,_label
8865,679,U-T,677,edge,_label
8883,988,T-T,681,edge,_label
8911,1200,T-T,687,edge,_label
8912,687,T-T,1200,edge,_label
8913,690,T-T,688,edge,_label
8949,694,F-F,694,edge,_label
8950,694,F-F,694,edge,_label
8973,1160,O-O,699,edge,_label
8976,699,U-O,1161,edge,_label
8988,700,R-R,2188,edge,_label
8991,703,F-F,703,edge,_label
8992,703,F-F,703,edge,_label
8999,2204,F-D,703,edge,_label
9013,708,D-D,708,edge,_label
9014,708,D-D,708,edge,_label
9029,1016,D-U,710,edge,_label
9030,710,U-D,1016,edge,_label
9039,1102,G-P,713,edge,_label
9061,722,T-T,721,edge,_label
9068,721,T-T,725,edge,_label
9070,721,T-T,726,edge,_label
9078,721,T-T,730,edge,_label
9081,732,T-T,721,edge,_label
9095,739,T-T,721,edge,_label
9107,972,T-F,722,edge,_label
9125,1236,B-T,724,edge,_label
9135,727,T-B,726,edge,_label
9153,734,B-T,727,edge,_label
9155,736,B-T,727,edge,_label
9267,1068,T-B,741,edge,_label
9273,1053,B-T,744,edge,_label
9301,1272,B-B,748,edge,_label
9321,1041,D-D,750,edge,_label
9394,758,B-P,1386,edge,_label
9395,765,P-U,759,edge,_label
9400,760,P-U,767,edge,_label
9409,767,U-P,763,edge,_label
9421,771,U-P,765,edge,_label
9425,773,U-P,765,edge,_label
9427,774,U-P,765,edge,_label
9433,768,P-U,767,edge,_label
9453,819,P-B,767,edge,_label
9462,768,E-U,1469,edge,_label
9497,792,P-P,775,edge,_label
9510,777,P-P,782,edge,_label
9571,1151,D-O,784,edge,_label
9572,784,O-D,1151,edge,_label
9576,784,C-D,1181,edge,_label
9588,784,E-D,1478,edge,_label
9592,784,A-D,1480,edge,_label
9601,1485,D-C,784,edge,_label
9606,784,E-D,1487,edge,_label
9623,1496,D-F,784,edge,_label
9633,1501,D-P,784,edge,_label
9714,811,U-B,824,edge,_label
9737,1581,B-U,811,edge,_label
9743,2034,B-U,811,edge,_label
9789,1295,P-U,826,edge,_label
9819,829,D-D,827,edge,_label
9820,827,D-D,829,edge,_label
9828,827,D-D,833,edge,_label
9836,827,D-D,837,edge,_label
9838,827,D-D,838,edge,_label
9849,1484,D-E,829,edge,_label
9852,829,E-D,1487,edge,_label
9869,904,D-E,833,edge,_label
9870,833,E-D,904,edge,_label
9876,833,U-D,1030,edge,_label
9880,833,F-D,1032,edge,_label
9881,1545,D-E,833,edge,_label
9894,834,B-D,1714,edge,_label
9917,1886,D-U,836,edge,_label
9929,1187,U-F,839,edge,_label
9958,849,D-O,852,edge,_label
9976,850,D-C,1063,edge,_label
9991,893,D-C,854,edge,_label
10045,864,T-T,864,edge,_label
10061,870,U-T,867,edge,_label
10079,875,T-T,875,edge,_label
10080,875,T-T,875,edge,_label
10083,1071,T-T,875,edge,_label
10156,888,O-O,891,edge,_label
10244,910,P-P,995,edge,_label
10271,1132,O-O,918,edge,_label
10290,925,F-F,1114,edge,_label
10292,925,F-F,1117,edge,_label
10298,925,F-F,1817,edge,_label
10321,932,O-O,932,edge,_label
10322,932,O-O,932,edge,_label
10325,1726,C-C,933,edge,_label
10327,934,O-O,934,edge,_label
10328,934,O-O,934,edge,_label
10336,934,O-O,938,edge,_label
10351,939,O-F,937,edge,_label
10353,939,O-F,938,edge,_label
10372,943,C-F,1726,edge,_label
10393,953,T-T,951,edge,_label
10427,978,F-U,960,edge,_label
10433,966,F-F,961,edge,_label
10463,1034,F-F,965,edge,_label
10470,966,F-F,968,edge,_label
10484,966,G-F,1618,edge,_label
10489,972,F-F,967,edge,_label
10502,972,U-F,978,edge,_label
10516,973,M-C,975,edge,_label
10527,2045,C-B,973,edge,_label
10528,973,B-C,2045,edge,_label
10544,976,C-U,977,edge,_label
10548,980,D-D,980,edge,_label
10595,989,T-T,988,edge,_label
10598,988,T-T,1205,edge,_label
10619,1477,P-M,995,edge,_label
10626,995,D-P,1686,edge,_label
10632,995,P-P,1769,edge,_label
10642,995,P-P,1782,edge,_label
10655,1297,P-F,996,edge,_label
10656,996,F-P,1297,edge,_label
10658,997,U-C,1407,edge,_label
10666,1004,O-U,1005,edge,_label
10675,1826,U-D,1004,edge,_label
10714,1010,B-T,1012,edge,_label
10743,1678,U-F,1016,edge,_label
10744,1016,F-U,1678,edge,_label
10758,1021,B-U,1638,edge,_label
10759,1694,U-U,1021,edge,_label
10779,1545,U-E,1022,edge,_label
10784,1025,G-T,1042,edge,_label
10793,1767,T-F,1025,edge,_label
10798,1025,M-T,2065,edge,_label
10799,2068,T-D,1025,edge,_label
10819,1358,O-A,1031,edge,_label
10846,1034,D-F,1038,edge,_label
10852,1034,F-F,1113,edge,_label
10883,1590,D-O,1038,edge,_label
10888,1038,U-D,1689,edge,_label
10891,1767,D-F,1038,edge,_label
10901,2273,D-D,1038,edge,_label
10924,1041,U-D,1043,edge,_label
10942,1043,C-U,1726,edge,_label
10946,1043,R-U,1966,edge,_label
10950,1043,D-U,2143,edge,_label
10954,1043,D-U,2257,edge,_label
10999,1270,T-F,1053,edge,_label
11037,1060,C-U,1059,edge,_label
11039,1900,C-R,1059,edge,_label
11045,1714,U-B,1060,edge,_label
11047,1061,M-M,1061,edge,_label
11048,1061,M-M,1061,edge,_label
11051,1063,D-D,1063,edge,_label
11052,1063,D-D,1063,edge,_label
11054,1063,D-D,1183,edge,_label
11099,1071,T-T,1069,edge,_label
11113,1087,T-T,1070,edge,_label
11122,1071,T-T,1087,edge,_label
11126,1072,T-T,1078,edge,_label
11140,1076,T-T,1077,edge,_label
11146,1076,T-T,1080,edge,_label
11159,1078,T-T,1077,edge,_label
11171,1086,T-T,1078,edge,_label
11220,1100,P-P,1261,edge,_label
11273,1972,F-U,1113,edge,_label
11291,1817,F-F,1114,edge,_label
11292,1114,F-F,1817,edge,_label
11308,1120,U-T,2265,edge,_label
11326,1124,U-U,1125,edge,_label
11333,1129,T-T,1129,edge,_label
11334,1129,T-T,1129,edge,_label
11341,1132,O-O,1132,edge,_label
11390,1140,U-D,2261,edge,_label
11391,1144,D-D,1144,edge,_label
11392,1144,D-D,1144,edge,_label
11393,1177,D-T,1144,edge,_label
11488,1172,C-B,1491,edge,_label
11489,1843,B-C,1172,edge,_label
11503,1739,C-M,1175,edge,_label
11506,1175,D-C,2334,edge,_label
11538,1182,B-U,1208,edge,_label
11547,1726,F-C,1187,edge,_label
11564,1187,D-F,2306,edge,_label
11589,1194,M-M,1194,edge,_label
11590,1194,M-M,1194,edge,_label
11603,1199,O-O,1197,edge,_label
11606,1198,O-O,1368,edge,_label
11609,1368,O-O,1199,edge,_label
11660,1208,U-B,1518,edge,_label
11681,1215,B-U,1213,edge,_label
11687,1412,B-U,1213,edge,_label
11707,2334,F-D,1229,edge,_label
11759,1377,A-D,1251,edge,_label
11764,1254,C-T,1726,edge,_label
11774,1256,D-T,1828,edge,_label
11826,1281,U-A,1282,edge,_label
11890,1310,O-C,1373,edge,_label
11891,1478,C-E,1310,edge,_label
11919,1316,M-M,1311,edge,_label
11938,1311,U-M,1934,edge,_label
11939,2251,M-D,1311,edge,_label
11945,1318,M-M,1318,edge,_label
11946,1318,M-M,1318,edge,_label
11981,1336,F-F,1336,edge,_label
11982,1336,F-F,1336,edge,_label
11983,1337,F-F,1337,edge,_label
11984,1337,F-F,1337,edge,_label
11999,1345,F-C,1337,edge,_label
12012,1337,D-F,2189,edge,_label
12022,1345,U-C,2084,edge,_label
12044,1352,A-O,1353,edge,_label
12051,1357,A-A,1353,edge,_label
12102,1368,O-O,1371,edge,_label
12113,1377,U-D,1376,edge,_label
12144,1378,M-D,1593,edge,_label
12149,1908,D-E,1378,edge,_label
12159,1382,U-A,1381,edge,_label
12178,1386,U-B,1390,edge,_label
12203,1392,U-U,1392,edge,_label
12204,1392,U-U,1392,edge,_label
12274,1418,U-R,1734,edge,_label
12275,1735,R-B,1418,edge,_label
12279,1737,R-M,1418,edge,_label
12281,1419,U-U,1419,edge,_label
12282,1419,U-U,1419,edge,_label
12283,2022,T-T,1420,edge,_label
12298,1426,U-U,1426,edge,_label
12307,2144,P-O,1434,edge,_label
12427,1447,G-G,1447,edge,_label
12428,1447,G-G,1447,edge,_label
12469,1468,U-U,1468,edge,_label
12470,1468,U-U,1468,edge,_label
12483,1474,E-E,1474,edge,_label
12484,1474,E-E,1474,edge,_label
12485,1476,D-F,1475,edge,_label
12486,1475,F-D,1476,edge,_label
12495,1948,F-D,1476,edge,_label
12512,1477,D-M,2273,edge,_label
12539,2238,E-F,1482,edge,_label
12546,1484,C-E,1726,edge,_label
12552,1484,D-E,2040,edge,_label
12555,2334,C-D,1485,edge,_label
12568,1487,D-E,1923,edge,_label
12582,1487,F-E,2307,edge,_label
12592,1491,U-C,1613,edge,_label
12622,1496,U-F,1533,edge,_label
12629,2053,F-D,1496,edge,_label
12632,1496,D-F,2299,edge,_label
12639,2078,F-U,1498,edge,_label
12666,1502,F-U,1816,edge,_label
12667,1915,U-U,1502,edge,_label
12741,1628,A-U,1516,edge,_label
12746,1516,U-A,1993,edge,_label
12768,1518,C-U,1680,edge,_label
12776,1520,U-T,1629,edge,_label
12780,1520,T-T,1805,edge,_label
12838,1537,D-M,1568,edge,_label
12839,1724,M-R,1537,edge,_label
12864,1546,D-E,1948,edge,_label
12865,2022,O-T,1548,edge,_label
12871,2299,O-D,1548,edge,_label
12914,1555,D-U,2257,edge,_label
12925,2126,E-C,1557,edge,_label
12937,1563,D-F,1560,edge,_label
12941,1621,U-F,1562,edge,_label
12952,1563,F-F,1996,edge,_label
12962,1564,T-F,1802,edge,_label
12967,1566,C-U,1565,edge,_label
12970,1565,F-C,1868,edge,_label
12971,1568,R-D,1567,edge,_label
12974,1568,C-D,1586,edge,_label
12975,1600,D-R,1568,edge,_label
12993,1896,M-D,1577,edge,_label
13001,2152,M-F,1577,edge,_label
13010,1581,C-U,1726,edge,_label
13029,1587,C-F,1585,edge,_label
13061,1680,O-C,1590,edge,_label
13064,1590,B-O,1808,edge,_label
13066,1590,F-O,1817,edge,_label
13077,1808,M-B,1593,edge,_label
13078,1593,B-M,1808,edge,_label
13087,2266,M-U,1593,edge,_label
13098,1594,G-M,1682,edge,_label
13137,1866,E-T,1602,edge,_label
13147,1623,F-G,1605,edge,_label
13152,1605,C-F,1680,edge,_label
13168,1606,U-C,2078,edge,_label
13188,1610,C-R,1680,edge,_label
13203,1616,D-E,1614,edge,_label
13214,1614,F-D,1621,edge,_label
13217,1665,F-F,1615,edge,_label
13237,2220,F-C,1615,edge,_label
13270,1621,U-F,1760,edge,_label
13277,1886,F-U,1621,edge,_label
13279,1966,F-R,1621,edge,_label
13280,1621,R-F,1966,edge,_label
13283,1983,F-U,1621,edge,_label
13290,1624,T-F,2248,edge,_label
13294,1624,U-F,2266,edge,_label
13295,2308,F-D,1624,edge,_label
13300,1625,U-R,1627,edge,_label
13329,1673,M-C,1637,edge,_label
13339,2143,B-D,1638,edge,_label
13346,1639,C-C,1641,edge,_label
13362,1645,D-D,1942,edge,_label
13376,1646,B-F,1912,edge,_label
13389,2308,F-D,1646,edge,_label
13410,1647,D-C,2306,edge,_label
13412,1650,O-O,1651,edge,_label
13465,1690,F-U,1666,edge,_label
13471,1910,F-F,1666,edge,_label
13474,1666,B-F,1912,edge,_label
13478,1666,U-F,1946,edge,_label
13483,2266,F-U,1666,edge,_label
13497,1675,B-O,1674,edge,_label
13513,2090,F-C,1678,edge,_label
13523,1683,C-U,1680,edge,_label
13532,1680,D-C,1687,edge,_label
13533,1688,C-C,1680,edge,_label
13537,1690,C-U,1680,edge,_label
13538,1680,U-C,1690,edge,_label
13545,1694,C-U,1680,edge,_label
13550,1682,E-G,2054,edge,_label
13601,2252,U-U,1710,edge,_label
13644,1726,C-C,2130,edge,_label
13667,1972,M-U,1739,edge,_label
13675,2273,M-D,1739,edge,_label
13694,1752,U-R,1983,edge,_label
13722,1767,U-F,1983,edge,_label
13731,2022,B-T,1770,edge,_label
13733,1772,D-D,1771,edge,_label
13741,2000,D-U,1772,edge,_label
13751,1905,E-C,1778,edge,_label
13764,1785,U-M,1915,edge,_label
13766,1785,U-M,2006,edge,_label
13778,1788,R-M,1790,edge,_label
13800,1808,M-B,1989,edge,_label
13804,1812,O-U,2017,edge,_label
13816,1817,G-F,1822,edge,_label
13820,1817,O-F,1824,edge,_label
13830,1824,U-O,1983,edge,_label
13845,2022,P-T,1834,edge,_label
13862,1846,T-D,1848,edge,_label
13875,2022,P-T,1852,edge,_label
13923,2236,U-M,1886,edge,_label
13940,1896,M-D,2066,edge,_label
13956,1900,R-R,1966,edge,_label
13957,1996,R-F,1900,edge,_label
14030,1947,C-A,2090,edge,_label
14031,1949,D-R,1948,edge,_label
14040,1950,O-U,1960,edge,_label
14080,1966,C-R,2114,edge,_label
14119,1989,U-M,1983,edge,_label
14130,1994,B-C,1995,edge,_label
14149,2084,T-U,2011,edge,_label
14172,2030,U-P,2032,edge,_label
14207,2268,U-U,2058,edge,_label
14255,2226,C-M,2127,edge,_label
14282,2162,U-U,2163,edge,_label
14313,2232,U-F,2231,edge,_label
14325,2263,U-B,2261,edge,_label
14339,2293,U-B,2291,edge,_label
14348,2308,C-D,2309,edge,_label
14351,2311,D-U,2308,edge,_label
14356,2323,B-U,2325,edge,_label
14358,2334,B-D,2341,edge,_label
14360,2336,U-U,2337,edge,_label
63,118,C-C,6,edge,_label
85,997,C-C,6,edge,_label
96,6,C-C,1181,edge,_label
103,1185,C-U,6,edge,_label
108,6,F-C,1187,edge,_label
109,1279,C-C,6,edge,_label
110,6,C-C,1279,edge,_label
122,6,U-C,1576,edge,_label
139,285,F-T,7,edge,_label
144,7,B-F,811,edge,_label
151,1674,F-B,7,edge,_label
152,7,B-F,1674,edge,_label
195,995,P-P,11,edge,_label
203,13,M-T,12,edge,_label
204,12,T-M,13,edge,_label
208,12,C-M,644,edge,_label
212,13,G-T,143,edge,_label
213,631,T-E,13,edge,_label
219,1651,T-O,13,edge,_label
220,13,O-T,1651,edge,_label
222,13,O-T,1659,edge,_label
228,14,F-G,2289,edge,_label
236,15,B-M,1052,edge,_label
279,22,F-F,20,edge,_label
280,20,F-F,22,edge,_label
343,27,D-D,24,edge,_label
384,31,D-O,714,edge,_label
390,31,D-O,1038,edge,_label
410,31,D-O,1941,edge,_label
426,33,O-O,35,edge,_label
432,33,O-O,38,edge,_label
450,35,E-O,277,edge,_label
475,116,G-U,37,edge,_label
489,1100,G-P,37,edge,_label
500,39,C-T,231,edge,_label
516,39,P-T,1100,edge,_label
517,1120,T-T,39,edge,_label
554,45,B-O,1012,edge,_label
569,302,T-T,46,edge,_label
574,46,T-T,442,edge,_label
583,1225,T-T,46,edge,_label
646,54,O-O,55,edge,_label
651,59,O-C,54,edge,_label
669,59,O-C,56,edge,_label
670,56,C-O,59,edge,_label
703,1518,O-U,57,edge,_label
708,57,T-O,1520,edge,_label
722,57,D-O,1614,edge,_label
742,58,G-E,68,edge,_label
771,1896,E-D,58,edge,_label
813,299,U-T,61,edge,_label
836,61,C-U,425,edge,_label
845,443,U-O,61,edge,_label
889,1428,U-P,61,edge,_label
897,2096,U-D,61,edge,_label
899,2257,U-D,61,edge,_label
973,68,G-G,68,edge,_label
974,68,G-G,68,edge,_label
1006,68,C-G,2220,edge,_label
1007,102,D-O,69,edge,_label
1040,69,C-D,1554,edge,_label
1042,69,D-D,1880,edge,_label
1074,71,O-M,699,edge,_label
1075,1034,M-F,71,edge,_label
1084,71,U-M,1346,edge,_label
1098,72,C-R,396,edge,_label
1119,588,F-F,73,edge,_label
1121,714,F-D,73,edge,_label
1132,73,F-F,1117,edge,_label
1156,74,D-R,2257,edge,_label
1195,134,U-D,78,edge,_label
1216,80,U-U,138,edge,_label
1220,80,B-U,537,edge,_label
1223,850,U-C,80,edge,_label
1233,2273,U-D,80,edge,_label
1293,1948,B-D,84,edge,_label
1307,89,B-B,88,edge,_label
1308,88,B-B,89,edge,_label
1341,100,O-O,93,edge,_label
1343,101,O-O,93,edge,_label
1345,102,O-O,93,edge,_label
1406,107,M-C,110,edge,_label
1478,116,R-U,117,edge,_label
1483,635,U-U,116,edge,_label
1498,117,U-R,635,edge,_label
1510,118,T-C,442,edge,_label
1513,777,C-P,118,edge,_label
1519,1412,C-U,118,edge,_label
1534,120,U-U,123,edge,_label
1572,120,P-U,238,edge,_label
1583,652,U-T,120,edge,_label
1584,120,T-U,652,edge,_label
1585,676,U-T,120,edge,_label
1600,120,P-U,881,edge,_label
1606,120,B-U,985,edge,_label
1613,1487,U-E,120,edge,_label
1625,1638,U-B,120,edge,_label
1627,1812,U-U,120,edge,_label
1640,121,D-U,134,edge,_label
1659,134,U-D,122,edge,_label
1672,122,T-U,697,edge,_label
1690,123,U-U,131,edge,_label
1696,123,U-U,135,edge,_label
1727,131,P-U,126,edge,_label
1776,126,T-P,302,edge,_label
1778,126,T-P,442,edge,_label
1838,130,U-U,132,edge,_label
1844,130,U-U,249,edge,_label
1873,165,U-T,131,edge,_label
1890,131,U-U,252,edge,_label
1972,134,U-D,135,edge,_label
1994,135,T-U,248,edge,_label
2005,445,U-U,135,edge,_label
2014,135,T-U,880,edge,_label
2025,1250,U-T,135,edge,_label
2036,135,U-U,1915,edge,_label
2109,302,U-T,138,edge,_label
2126,138,C-U,1249,edge,_label
2134,138,U-U,1915,edge,_label
2148,139,U-C,141,edge,_label
2222,146,T-T,155,edge,_label
2229,159,T-T,146,edge,_label
2230,146,T-T,159,edge,_label
2235,845,T-T,146,edge,_label
2351,932,O-O,148,edge,_label
2354,148,T-O,1010,edge,_label
2443,688,T-T,150,edge,_label
2456,151,T-U,1010,edge,_label
2462,152,U-T,153,edge,_label
2496,153,P-U,199,edge,_label
2500,153,T-U,365,edge,_label
2506,153,T-U,688,edge,_label
2512,153,T-U,691,edge,_label
2515,874,U-C,153,edge,_label
2540,153,D-U,1257,edge,_label
2552,154,T-T,845,edge,_label
2562,155,P-T,161,edge,_label
2563,263,T-P,155,edge,_label
2569,371,T-T,155,edge,_label
2576,155,T-T,690,edge,_label
2588,156,D-O,338,edge,_label
2629,992,O-T,158,edge,_label
2634,158,T-O,1201,edge,_label
2663,498,P-P,161,edge,_label
2668,161,T-P,1010,edge,_label
2766,163,C-U,644,edge,_label
2771,654,U-T,163,edge,_label
2772,163,T-U,654,edge,_label
2780,163,U-U,658,edge,_label
2786,164,T-T,302,edge,_label
2792,164,T-T,543,edge,_label
2830,165,U-T,544,edge,_label
2833,697,T-T,165,edge,_label
2875,1808,T-B,166,edge,_label
2917,299,P-T,168,edge,_label
2920,168,F-P,540,edge,_label
2929,1336,P-F,168,edge,_label
2930,168,F-P,1336,edge,_label
2961,170,P-P,170,edge,_label
2962,170,P-P,170,edge,_label
2965,199,P-P,170,edge,_label
2980,170,U-P,492,edge,_label
2986,170,T-P,545,edge,_label
2994,170,T-P,1010,edge,_label
3004,170,B-P,1808,edge,_label
3020,171,T-U,490,edge,_label
3031,2010,U-D,171,edge,_label
3068,174,D-T,178,edge,_label
3073,176,B-B,176,edge,_label
3074,176,B-B,176,edge,_label
3077,461,B-B,176,edge,_label
3083,748,B-B,176,edge,_label
3103,1234,B-U,176,edge,_label
3153,183,B-B,181,edge,_label
3164,181,B-B,1170,edge,_label
3179,950,B-D,183,edge,_label
3219,510,P-P,185,edge,_label
3227,697,P-T,185,edge,_label
3228,185,T-P,697,edge,_label
3246,185,U-P,2137,edge,_label
3293,1403,F-U,187,edge,_label
3294,187,U-F,1403,edge,_label
3305,189,D-D,189,edge,_label
3306,189,D-D,189,edge,_label
3312,189,D-D,192,edge,_label
3321,1714,D-B,189,edge,_label
3323,1767,D-F,189,edge,_label
3331,190,D-D,190,edge,_label
3332,190,D-D,190,edge,_label
3338,190,A-D,309,edge,_label
3355,2001,D-C,190,edge,_label
3360,190,D-D,2332,edge,_label
3383,1733,D-G,194,edge,_label
3385,198,C-D,195,edge,_label
